#Powered_by_ParaTranz
EVTDESC13000_NEWS_LONG;The winds of Western civilization blow ever eastward. Wherever they reach, even the grass and air are swept up by this wind. Recently, signs have appeared — strange ships have been sighted on our coasts. What peculiar vessels, their masts reaching so high they might touch the gods themselves. At first, a surging curiosity dominated our minds. But the next day? Their ships are strange, their customs stranger still, yet there is no doubt: it is time to consider how we should deal with these outsiders from "Europe."
EVTDESC13000_NEWS_MEDIUM;Strange ships have been sighted on our coasts. Their ships are strange, their customs stranger still, yet there is no doubt: it is time to consider how we should deal with these outsiders from "Europe."
EVTDESC13000_NEWS_SHORT;Their ships are strange, their customs stranger still, yet there is no doubt: it is time to consider how we should deal with these outsiders from "Europe."
EVTDESC13100_NEWS_LONG;$COUNTRY$: Those foreigners have gone too far! Spreading false knowledge, seeking to subvert the people's faith and the integrity of the state. Destroying our traditions, polluting our souls with opium. The people of $PROVINCENAME$ say as much. Anti-foreign sentiment runs high in $PROVINCENAME$, so much so that even foreign trading posts have closed their doors to avoid losses. Foreigners are no longer permitted to set foot in the province, spreading lies to poison the masses.
EVTDESC13100_NEWS_MEDIUM;$COUNTRY$: Those foreigners have gone too far! Spreading false knowledge, seeking to subvert the people's faith and the integrity of the state. Destroying our traditions, polluting our souls with opium. Anti-foreign sentiment runs high in $PROVINCENAME$.
EVTDESC13100_NEWS_SHORT;$COUNTRY$: Those foreigners have gone too far! Destroying our traditions, polluting our souls with opium. Anti-foreign sentiment runs high in $PROVINCENAME$.
EVTDESC13120_NEWS_LONG;The European governess employed by the court of $COUNTRY$ performs her duties diligently, but she also seems to be teaching strange ideas there. For instance, she once declared that all men are born equal, and that $COUNTRY$ should set aside the heavy burden of slavery. To the locals, long accustomed to slavery, this is a dangerous person...
EVTDESC13120_NEWS_MEDIUM;The European governess employed by the court of $COUNTRY$ performs her duties diligently, but she also seems to be teaching strange ideas there. For instance, she once declared that all men are born equal.
EVTDESC13120_NEWS_SHORT;The European governess employed by the court of $COUNTRY$ performs her duties diligently, but she also seems to be teaching strange ideas there.
EVTDESC13230_NEWS_LONG;$COUNTRY$: It is dangerous to wander the streets of $PROVINCENAME$, for an ambassador from the diplomatic quarter was found dead there. Guards discovered his body at 4 a.m., apparently the victim of robbery. However, foreigners accuse local officials of failing in their duty to protect diplomatic personnel. Local officials worry that a formal apology will not be enough to appease these foreigners — perhaps something more tangible must be given.
EVTDESC13230_NEWS_MEDIUM;$COUNTRY$: It is dangerous to wander the streets of $PROVINCENAME$, for an ambassador from the diplomatic quarter was found dead there. Guards discovered his body at 4 a.m., apparently the victim of robbery.
EVTDESC13230_NEWS_SHORT;$COUNTRY$: It is dangerous to wander the streets, for a foreign ambassador was found dead there. Guards discovered his body at 4 a.m., apparently the victim of robbery.
EVTDESC13270_NEWS_LONG;It began in the 1750s. Eventually both sides tore off their masks. At that time, $FROMCOUNTRY_ADJ$ officials repeatedly rejected $COUNTRY_ADJ$ demands for unrestricted trade and refused to lift the opium ban. The $COUNTRY_ADJ$ government, having invested heavily, found itself with no choice but to go to war. And so the $COUNTRY$-$FROMCOUNTRY$ Opium War began.
EVTDESC13270_NEWS_MEDIUM;Trade disputes between $FROMCOUNTRY$ and the great powers have lasted for some time. The $COUNTRY_ADJ$ government has invested heavily in its confrontation policy and can no longer choose but to wage war, thus the $COUNTRY$-$FROMCOUNTRY$ war arrived.
EVTDESC13270_NEWS_SHORT;Trade frictions between $FROMCOUNTRY$ and the great powers finally escalated to a peak in $MONTH$ $YEAR$. The $COUNTRY$-$FROMCOUNTRY$ war arrived.
EVTDESC13355_NEWS_LONG;The Summer Palace, known to the Chinese as Yuanmingyuan, lies to the northeast of the Forbidden City in Beijing, China. This vast complex of gardens and palaces was built from the 18th century to the early 19th century and served as the residence and office of the Qing emperors. Now, we hear that soldiers of the $FROMCOUNTRY_ADJ$ occupying Beijing have burned this garden. This barbaric atrocity has shocked the entire nation and the world.
EVTDESC13355_NEWS_MEDIUM;We hear that soldiers of the $FROMCOUNTRY_ADJ$ occupying Beijing have burned the Summer Palace, also known as Yuanmingyuan. This barbaric atrocity has shocked the entire nation and the world.
EVTDESC13355_NEWS_SHORT;We hear that soldiers of the $FROMCOUNTRY_ADJ$ occupying Beijing have burned the Summer Palace, also known as Yuanmingyuan.
EVTDESC13356_NEWS_LONG;The Boxers — or "Righteous Fists," a movement determined to restore China's independence and counter Western expansion in Asia — launched massacres of European missionaries and merchants. Alongside the Europeans fell some Chinese who had converted to Catholicism. The Chinese government appears to have shown no concern for these acts, and there are even rumors that the Qing dynasty sought to support the movement.
EVTDESC13356_NEWS_MEDIUM;The Boxers — or "Righteous Fists" — launched massacres of European missionaries and merchants. Alongside the Europeans fell some Chinese who had converted to Catholicism.
EVTDESC13356_NEWS_SHORT;The Righteous Fists launched massacres of European missionaries and merchants. Alongside the Europeans fell some Chinese who had converted to Catholicism.
EVTDESC13358_NEWS_LONG;"Lapse of Sovereignty" was the British policy for managing the princely states of British India — if a princely state ruler had no direct heir or "seemed incompetent," the state would be directly administered by the British East India Company. The policy was abolished when the East India Company was replaced by British India. Due to the $FROMCOUNTRY$ government's being in complete disarray, the East India Company today decided that the state shall no longer be independent.
EVTDESC13358_NEWS_MEDIUM;"Lapse of Sovereignty" allowed the British to annex princely states of British India. Due to the $FROMCOUNTRY$ government's being in complete disarray, the East India Company today decided that the state shall no longer be independent.
EVTDESC13358_NEWS_SHORT;Due to the $FROMCOUNTRY$ government's being in complete disarray, the East India Company today decided that the state shall no longer be independent.
westernize_nation_desc_NEWS_LONG;$COUNTRY$ is struck by the cultural shock of advanced Western civilization. Ancient traditions no longer command respect. Western influence spreads like wildfire. If the local inhabitants wish to preserve their own character and refuse to lose all of their past, it is time to fight for their own destiny. To cultural leaders, it is clear: only by conforming to this flood called "the West" can one avoid being destroyed by it and reverse the situation. As Sun Tzu said: "When fierce water rushes, it can float stones because of the force; when a raptor strikes, it can destroy its prey because of the timing."
westernize_nation_desc_NEWS_MEDIUM;$COUNTRY$ is struck by the cultural shock of advanced Western civilization. Ancient traditions no longer command respect. Western influence spreads like wildfire. Only by conforming to this flood called "the West" can one avoid being destroyed by it and reverse the situation.
westernize_nation_desc_NEWS_SHORT;$COUNTRY$ is struck by the cultural shock of advanced Western civilization. Only by conforming to this flood called "the West" can one avoid being destroyed by it and reverse the situation.
EVTDESC19500_NEWS_LONG;The wreckage of a four-wheeled carriage was discovered by patrols on the banks of the Bushman River several days ago. The scene suggests a battle took place here, for the bodies of some Boers were found. The arrows left behind tell the story. Undoubtedly, the Zulu king is the mastermind behind this. Military intervention is necessary to address this threat to the settlers.
EVTDESC19500_NEWS_MEDIUM;The wreckage of a four-wheeled carriage was discovered by patrols on the banks of the Bushman River several days ago. The bodies of some Boers were also found here. The arrows left behind tell the story. Undoubtedly, the Zulu king is the mastermind behind this.
EVTDESC19500_NEWS_SHORT;The wreckage of a four-wheeled carriage was discovered by patrols on the banks of the Bushman River several days ago. The arrows left behind tell the story. Undoubtedly, the Zulu king is the mastermind behind this.
EVTDESC19501_NEWS_LONG;A wave of migrants crossed the Cape Colony heading for the newly founded colonial city of "Johannesburg" in the Witwatersrand Mountains. A gold rush is underway there, and the ancient delta holds unimaginable gold deposits washed down from the nearby reefs. The influx of people has brought many problems and threatens these frontier cities.
EVTDESC19501_NEWS_MEDIUM;A wave of migrants crossed the Cape Colony heading for the newly founded colonial city of "Johannesburg" in the Witwatersrand Mountains. A gold rush is underway there. The influx of people has brought many problems and threatens these frontier cities.
EVTDESC19501_NEWS_SHORT;A wave of migrants crossed the Cape Colony heading for the newly founded colonial city of "Johannesburg" in the Witwatersrand Mountains. A gold rush is underway there.
EVTDESC22500_NEWS_LONG;These are dark days for $COUNTRY$, for the financial speculative bubble in $CAPITAL$ has burst. Real estate prices had been rising steadily for a year and a half. Although some analysts had long warned that current prices were artificially inflated, financial zealots dismissed any such advice. Within the government, calls for regulating banking and currency have emerged, hoping to eliminate the ills of "cannibalistic capitalism."
EVTDESC22500_NEWS_MEDIUM;These are dark days for $COUNTRY$, for the financial speculative bubble in $CAPITAL$ has burst. Within the government, calls for regulating banking and currency have emerged, hoping to eliminate the ills of "cannibalistic capitalism."
EVTDESC22500_NEWS_SHORT;These are dark days for $COUNTRY$, for the financial speculative bubble in $CAPITAL$ has burst. Within the government, calls for regulating banking and currency have emerged.
EVTDESC22510_NEWS_LONG;With the collapse of the stock market in $CAPITAL$, many depositors have lost trust in the banking system. Widespread unemployment caused by factory bankruptcies emerged overnight. Along the closely intertwined Western financial markets, the crisis spread rapidly to other nations. The reverberations of the Great Crash echoed around the world. This will be known to later generations as the Great Depression of $YEAR$.
EVTDESC22510_NEWS_MEDIUM;With the collapse of the stock market in $CAPITAL$, many depositors have lost trust in the banking system. Widespread unemployment caused by factory bankruptcies emerged overnight.
EVTDESC22510_NEWS_SHORT;With the collapse of the stock market in $CAPITAL$, many depositors have lost trust in the banking system.
EVTDESC23203_NEWS_LONG;$COUNTRY_ADJ$ explorers have found the source of the Nile, bringing honor to the nation! Braving foul weather and the resistance of local natives, overcoming disease and fatigue along the way, they finally reached a vast body of water, which they called the source of the great river. A detailed record of their journey has been published; this expedition will surely be the first of its kind in the world and brings supreme honor to the organizing nation.
EVTDESC23203_NEWS_MEDIUM;$COUNTRY_ADJ$ explorers have found the source of the Nile, bringing honor to the nation! A detailed record of their journey has been published; this expedition will surely be the first of its kind in the world and brings supreme honor to the organizing nation.
EVTDESC23203_NEWS_SHORT;$COUNTRY_ADJ$ explorers have found the source of the Nile, and the recently published expedition record brings honor to the nation.
EVTDESC23207_NEWS_LONG;$COUNTRY_ADJ$ explorers were the first to plant a flag at the North Pole, bringing honor to the nation! Guided by four Inuit guides, the expedition successfully reached its destination. The records of the expedition clearly show that they were the first to arrive there. The nation that organized this expedition has also gained honor.
EVTDESC23207_NEWS_MEDIUM;$COUNTRY_ADJ$ explorers were the first to plant a flag at the North Pole, bringing honor to the nation! The records of the expedition clearly show that they were the first to arrive there. The nation that organized this expedition has also gained honor.
EVTDESC23207_NEWS_SHORT;$COUNTRY_ADJ$ explorers were the first to plant a flag at the North Pole, bringing honor to the nation! They reached their destination with the help of local Inuit.
