#Powered_by_ParaTranz
GREAT_WARS_ENABLED_DESC;Great wars can be fought
GREAT_WARS_DISABLED_DESC;Great wars cannot be fought yet
GREAT_WARS_ENABLE_DESC;Wars can escalate into Great Wars!
GREAT_WAR_NAME;$ORDER$ Great War
GW_DISCOVERED_SETUP;When great wars can be fought
GW_DISCOVERED_HEADER;Great wars can be fought!
GW_DISCOVERED_1;Great wars can be fought!
GW_DISCOVERED_2;From now on,
GW_DISCOVERED_3;Every war with at least two great powers on each side
GW_DISCOVERED_4;will escalate into
GW_DISCOVERED_5;?YGreat War?!
GW_DISCOVERED_6;*
GW_DISCOVERED_BTN1;OK
GW_DISCOVERED_BTN2;OK
GW_DISCOVERED_BTN3;Go to
GW_DISCOVERED_LOG;Great wars can be fought
WAR_GAIN_GW_STATUS_SETUP;When our war becomes a Great War
WAR_GAIN_GW_STATUS_HEADER;Great War!
WAR_GAIN_GW_STATUS_1;$WAR$
WAR_GAIN_GW_STATUS_2;has become a
WAR_GAIN_GW_STATUS_3;?YGreat War?!
WAR_GAIN_GW_STATUS_4;*
WAR_GAIN_GW_STATUS_5;*
WAR_GAIN_GW_STATUS_6;*
WAR_GAIN_GW_STATUS_BTN1;OK
WAR_GAIN_GW_STATUS_BTN2;OK
WAR_GAIN_GW_STATUS_BTN3;Go to
WAR_GAIN_GW_STATUS_LOG;$WAR$ has become a ?YGreat War?!
WAR_LOST_GW_STATUS_SETUP;When our war is no longer a Great War
WAR_LOST_GW_STATUS_HEADER;No longer a Great War!
WAR_LOST_GW_STATUS_1;$WAR$
WAR_LOST_GW_STATUS_2;is no longer a
WAR_LOST_GW_STATUS_3;Great War.
WAR_LOST_GW_STATUS_4;*
WAR_LOST_GW_STATUS_5;*
WAR_LOST_GW_STATUS_6;*
WAR_LOST_GW_STATUS_BTN1;OK
WAR_LOST_GW_STATUS_BTN2;OK
WAR_LOST_GW_STATUS_BTN3;Go to
WAR_LOST_GW_STATUS_LOG;$WAR$ is no longer a ?YGreat War?!
GW_INTERVENE_MIN_RELATIONS;Our relations with ?Y$TARGET$?! must be at least ?G$MIN$?! Currently ?Y$VAL$?!
GW_INTERVENE_MAX_EXHAUSTION;Our war exhaustion must not exceed ?G$MAX$?! Currently ?Y$VAL$?!
great_war_penalty_cb;Exit Great War
great_war_penalty_cb_desc;Force another ?Ynation?! to disarm and pay us reparations
great_war_penalty_cb_setup;Disarm $RECIPIENT$ and make them pay reparations
great_war_penalty_cb_short;Exit Great War
GREAT_WAR_OBLIGATORY_CB_DESC;Mandatory Great War casus belli against all enemies:
